asin;type;name;openbid;price;auction_duration;unixEndDate;endDate;bidders;bids
2366;Mobile;Apple iPhone 12 Pro Max - 512GB-Silver (without Simlock) NEW UNOPENED;0.88;1144.0;7 days;1620529231.0;9 May 2021 at 11:00:31am PDT;28.0;74.0
2346;Mobile;Apple iPhone 7+ - 32GB - Black (Unlocked) (Read Description) BH1181;1.0;156.5;1 day;1619729623.0;30 Apr 2021 at 4:53:43pm PDT;16.0;39.0
643;Mobile;Apple iPhone 11 Pro - 256GB - Silver (Unlocked) A2160 (CDMA + GSM);1.0;700.0;7 days;1620175321.0;5 May 2021 at 8:42:01pm PDT;16.0;38.0
463;Mobile;Unlocked Samsung Galaxy Note20 Ultra 128GB SM-N986U ATT Phone (Read Description);0.99;375.0;3 days;1619555062.0;28 Apr 2021 at 4:24:22pm PDT;19.0;49.0
819;Mobile;Samsung galaxy s20 sm-g980f/ds - 128gb-Cloud Blue (FREE) (dual sim);158.4;327.36;3 days;1620266111.0;6 May 2021 at 9:55:11am PDT;19.0;40.0
3487;Mobile;Samsung Galaxy A51 SM-A515U - 128GB - Prism Crush Blue (Unlocked) (Single SIM);1.0;117.5;5 days;1621795224.0;24 May 2021 at 2:40:24pm PDT;17.0;35.0
1935;Game;Paper Mario The Thousand Year Door (Nintendo GameCube 2004) Tested No Manual;0.01;96.0;5 days;1620674622.0;11 May 2021 at 3:23:42pm PDT;22.0;47.0
1022;Mobile;iPhone 11 Pro Max;0.99;300.0;5 days;1620868779.0;13 May 2021 at 9:19:39am PDT;21.0;54.0
1647;Mobile;Samsung Galaxy s20+ Plus (128GB) LIKE NEW PERFECT CONDITION (ONLY TWO WEEKS OLD);14.0;1050.0;5 days;1621706416.0;23 May 2021 at 2:00:16am PDT;16.0;50.0
2360;Mobile;iPhone 8 Plus 64gb - Gray- Sim Locked to Sprint/Metro/T-Mobile -Read Description;0.99;203.0;7 days;1620514801.0;9 May 2021 at 7:00:01pm PDT;29.0;80.0
811;Mobile;Apple iPhone XS Max - 256 GB-Space Grey (without Simlock) - Mint Condition;0.88;440.9592;3 days;1620156514.0;5 May 2021 at 3:28:34am PDT;21.0;76.0
1133;Mobile;Apple iPhone 7 Plus - 32GB - Rose Gold Unlocked A1784 GSM Smartphone;126.0;205.0;7 days;1619992329.0;3 May 2021 at 5:52:09pm PDT;17.0;30.0
1104;Mobile;Samsung Galaxy Z Fold2 5G SM-F916U1 - 256GB - Mystic Bronze (Unlocked);1.2671999999999999;1824.0;7 days;1619488413.0;27 Apr 2021 at 9:53:33am PDT;19.0;59.0
947;Mobile;Huawei P30 Pro VOG-L29 - 128GB - Aurora (Unlocked) (8GB RAM);0.75;198.75;7 days;1619985045.0;3 May 2021 at 3:50:45am PDT;18.0;38.0
316;Mobile;Apple iPhone 7 - 128GB - Jet Black Unlocked A1660 (Originally on Verizon);19.99;137.5;5 days;1620004176.0;3 May 2021 at 9:09:36am PDT;25.0;43.0
622;Mobile;Samsung Galaxy S10+ (S10 Plus) SM-G975 - 128GB-Prism Black (without Simlock);88.0;286.88;7 days;1619892798.0;2 May 2021 at 2:13:18am PDT;21.0;35.0
2407;Mobile;Google Pixel 4a GA02099-US - 128GB - Just Black (Unlocked) (Single SIM);1.0;285.0;10 days;1621116001.0;16 May 2021 at 6:00:01pm PDT;38.0;92.0
1017;Mobile;Samsung Galaxy S10+ SM-G975U - 128GB -  Black - Verizon Unlocked Smartphone;0.99;151.71;5 days;1620685814.0;11 May 2021 at 6:30:14pm PDT;16.0;38.0
49;Mobile;Apple iPhone X - 64GB - Space Gray (Unlocked) - Crack Screen;99.99;261.0;7 days;1620421236.0;8 May 2021 at 5:00:36pm PDT;17.0;38.0
1644;Mobile;Apple iPhone 8 - 64GB - Silver (Vodafone) A1905 (GSM);0.7425;80.25;7 days;1621737308.0;23 May 2021 at 10:35:08am PDT;16.0;32.0
2689;Mobile;Apple iPhone 8 Plus - 64GB - Silver - Excellent Condition��;49.99;285.0;7 days;1619995575.0;3 May 2021 at 6:46:15am PDT;19.0;33.0
1011;Mobile;iPhone X (UNLOCKED) - 64GB - Space Gray - A1865 (GSM + CDMA);0.99;305.0;3 days;1620355425.0;7 May 2021 at 10:43:45am PDT;17.0;46.0
1608;Mobile;Apple iPhone 11 Pro Max - 64GB - GOLD (Unlocked) A2161 (CDMA + GSM) #15;99.99;910.0;5 days;1620787830.0;12 May 2021 at 10:50:30am PDT;18.0;49.0
2;Mobile;Apple iPhone 11 Pro - 64GB-Night Green Apple Warranty Mint Condition!!!;0.88;499.84;7 days;1619213089.0;24 Apr 2021 at 5:24:49am PDT;16.0;78.0
1414;Mobile;IPhone 7 plus;0.8712000000000001;5691.84;3 days;1619927923.0;2 May 2021 at 11:58:43am PDT;21.0;78.0
1747;Mobile;Apple iPhone XS - 256GB-Space Grey (without Simlock) A2097 (GSM);0.88;305.36;7 days;1620701544.0;11 May 2021 at 10:52:24am PDT;18.0;54.0
1891;Mobile;Samsung Galaxy A51 SM-A515U 128GB GSM Unlocked Smartphone Black X254;0.01;186.5;3 days;1620015582.0;3 May 2021 at 12:19:42pm PDT;21.0;43.0
3048;Mobile;Samsung Galaxy S8 Plus 64GB Black Verizon Unlocked ;0.99;127.5;1 day;1619990737.0;3 May 2021 at 5:25:37pm PDT;18.0;60.0
978;Mobile;Samsung Galaxy Z Flip SM-F700U1 - 256GB - PREMIUM Mirror Black Unlocked FASTSHIP;0.99;685.0;7 days;1620343496.0;7 May 2021 at 7:24:56am PDT;23.0;68.0
2502;Mobile;Apple iPhone X - 256GB - Space Gray (AT&T);1.0;315.0;7 days;1621539425.0;21 May 2021 at 3:37:05am PDT;27.0;64.0
385;Mobile;Huawei P40 Lite 5G NEW VERSION!!! OVP!!! Warranty!!! NEW!!! Dual Sim!!! TOP!!!;0.88;159.28;3 days;1621222455.0;17 May 2021 at 11:34:15am PDT;17.0;48.0
2608;Mobile;Samsung Galaxy Note10+ SM-N975U - 256GB - Aura Black (Unlocked) (Single SIM);0.99;325.0;7 days;1619379755.0;26 Apr 2021 at 3:42:35pm PDT;20.0;46.0
2307;Mobile;Apple iPhone 6+ - 64GB - Gray (Unlocked) (Read Description) BI1025;1.0;70.0;1 day;1619573185.0;28 Apr 2021 at 9:26:25am PDT;18.0;42.0
3538;Mobile;Samsung Galaxy 9 Plus 64GB- Blue (without Simlock) (Dual Sim) Top Condition;0.88;159.28;3 days;1619668846.0;29 Apr 2021 at 12:00:46pm PDT;16.0;65.0
119;Game;SONY CUH1215A PlayStation 4 Console 500 GB with 30 games and 6 controllers 2 new;0.99;375.0;7 days;1619374541.0;26 Apr 2021 at 2:15:41pm PDT;17.0;58.0
460;Mobile;IPhone 8 64gb Gold Refurbished Apple with 6 months warranty;0.88;140.8;7 days;1619803252.0;1 May 2021 at 1:20:52pm PDT;24.0;89.0
3256;Mobile;Apple IPhone XS - Gold;0.75;172.5;10 days;1619737484.0;30 Apr 2021 at 7:04:44am PDT;16.0;39.0
1468;Mobile;Huawei P20 - 128GB-Morpho AURORA (without Simlock);0.88;95.04;7 days;1621731222.0;23 May 2021 at 8:53:42am PDT;17.0;33.0
2393;Mobile;Apple iPhone XR - 128GB - Coral (Unlocked) (Read Description) BI1005;1.0;276.0;1 day;1620077075.0;4 May 2021 at 5:24:35pm PDT;19.0;64.0
3678;Mobile;APPLE IPHONE 11 PRO MAX 64 GB MIDNIGHT GREEN;100.0;667.0;3 days;1619927005.0;2 May 2021 at 11:43:25am PDT;22.0;52.0
531;Mobile;Apple iPhone 11 Pro Max - 64GB - Midnight��Green (T-Mobile) A2161 (CDMA + GSM);100.0;596.0;5 days;1620964621.0;14 May 2021 at 11:57:01am PDT;29.0;68.0
3719;Game;lot of ps4 games with free shipping!;0.64;82.55;7 days;1621568614.0;21 May 2021 at 11:43:34pm PDT;17.0;32.0
2128;Mobile;LG K61 LM-Q630 128GB GSM Unlocked Smartphone Android Cellphone White  X311;0.01;122.5;3 days;1620880441.0;13 May 2021 at 12:34:01pm PDT;22.0;55.0
1003;Mobile;IPhone x 64GB Silver;0.88;159.28;1 day;1620084149.0;4 May 2021 at 7:22:29am PDT;20.0;37.0
890;Mobile;Apple iPhone 12 Pro Max - 128GB - Graphite (Unlocked);0.75;660.0;3 days;1621725500.0;23 May 2021 at 7:18:20am PDT;18.0;41.0
3801;Game;Nintendo Game Boy Advance SP Graphite Handheld System AGS 001;0.01;125.0;7 days;1619456590.0;27 Apr 2021 at 1:03:10pm PDT;22.0;66.0
3095;Mobile;Google Pixel 2 XL-64GB-Black(Unlocked)FULLY FUNCTIONAL-V.G. CONDITION CRACKED SC;0.99;28.06;7 days;1621307699.0;18 May 2021 at 11:14:59am PDT;19.0;39.0
720;Mobile;New Samsung Galaxy A52 5G 128GB 6GB RAM Unlocked in box;37.5;217.5;7 days;1621549537.0;21 May 2021 at 6:25:37am PDT;17.0;31.0
1458;Mobile;Apple iPhone 8 - 64GB - Space Grey;86.1;343.7;5 days;1621283319.0;18 May 2021 at 4:28:39am PDT;17.0;49.0
4190;Mobile;Apple iPhone 12 Pro Max - 128GB-Graphite (without Simlock);0.88;783.2;5 days;1621879086.0;25 May 2021 at 1:58:06pm PDT;26.0;106.0
2383;Mobile;Apple iPhone 6s Plus - 64GB - Silver (Unlocked) A1687 (CDMA + GSM);0.99;102.5;5 days;1620438391.0;8 May 2021 at 9:46:31am PDT;20.0;37.0
2016;Mobile;BRAND NEW Samsung Galaxy A21s 128GB Black Unlocked Android Smartphone - SM-A217F;1.386;392.0;10 days;1619893815.0;2 May 2021 at 2:30:15am PDT;25.0;55.0
3391;Mobile;IPhone 8 Plus 64 GB;0.88;184.8;5 days;1619842660.0;1 May 2021 at 12:17:40pm PDT;20.0;77.0
27;Mobile;Samsung Galaxy Note10 SM-N970F- 256GB - Aura Black (Unlocked);150.0;371.11;1 day;1619563896.0;28 Apr 2021 at 6:51:36pm PDT;18.0;40.0
584;Mobile;Apple iPhone SE 2020 64GB Black in Original Box and Warranty A2296 x 12;0.88;248.8464;7 days;1619200468.0;24 Apr 2021 at 1:54:28am PDT;17.0;36.0
656;Mobile;Samsung Galaxy A51 128 GB Prism Crush Black (without Simlock) New and Boxed;0.88;210.32;3 days;1620099626.0;4 May 2021 at 11:40:26am PDT;17.0;41.0
578;Mobile;Samsung Galaxy Note20 Ultra 5G SM-N986B - 256GB - Mystic Bronze;1.386;1301.9999999999998;7 days;1619117783.0;23 Apr 2021 at 2:56:23am PDT;20.0;61.0
743;Mobile;Apple iPhone 7 Plus 256GB  - Rose Gold - AT&T - Excellent Working Condition;1.0;216.5;3 days;1621643648.0;22 May 2021 at 8:34:08am PDT;24.0;57.0
664;Game;PlayStation 4 PS4 Bundle w/Games Controller Headset Spider-Man Horizon Destiny;0.01;260.0;3 days;1620067740.0;4 May 2021 at 2:49:00pm PDT;19.0;53.0
2248;Mobile;Samsung Galaxy Note20 Ultra 5G SM-N986U - 128GB - Mystic Black (Unlocked);0.99;790.0;7 days;1619666533.0;29 Apr 2021 at 11:22:13am PDT;25.0;57.0
37;Mobile;Apple iPhone XS Max - 64GB - Space Gray (Unlocked) A1921 (CDMA + GSM);249.0;425.0;7 days;1620244533.0;6 May 2021 at 3:55:33pm PDT;17.0;28.0
1557;Mobile;Apple iPhone X - 64GB - Space Grey (Unlocked) A1901 (GSM);45.75;202.5;3 days;1619901347.0;2 May 2021 at 4:35:47am PDT;21.0;38.0
739;Mobile;Unlocked Samsung Galaxy A10e SM-A102U AT&T USA Model GSMPhone (Read Description);0.99;62.0;5 days;1621998042.0;26 May 2021 at 11:00:42am PDT;16.0;25.0
928;Mobile;Lot Of 8 Google Pixel 3 XL 64GB (Unlocked) READ DESCRIPTION ;0.99;261.0;5 days;1619399611.0;26 Apr 2021 at 9:13:31pm PDT;23.0;73.0
687;Mobile;Unlocked Samsung Galaxy Note20 Ultra 128GB SM-N986U ATT Phone (Read Description);0.99;540.0;5 days;1620961212.0;14 May 2021 at 11:00:12am PDT;17.0;68.0
1843;Mobile;Great Condition! All Original NoReserve! Apple iPhone 6S 32GB Unlocked Rose Gold;1.0;96.0;5 days;1619207246.0;24 Apr 2021 at 3:47:26pm PDT;16.0;68.0
794;Mobile;UNLOCKED Apple iPhone 11 - 128GB - Black *Excellent Condition* + Accessories;332.0;591.0;7 days;1620069761.0;4 May 2021 at 3:22:41pm PDT;27.0;40.0
2599;Game;Bayonetta SteelBook Case for Nintendo Switch game from Climax Edition JAPAN;0.01;61.0;7 days;1619316325.0;25 Apr 2021 at 10:05:25pm PDT;16.0;39.0
1889;Mobile;* Top Apple iPhone SE 2020 64gb BLACK MINT BOXED TOP *;44.0;272.8;3 days;1619903068.0;2 May 2021 at 5:04:28am PDT;16.0;37.0
921;Game;POKEMON HEARTGOLD - AUTHENTIC BRAND NEW SEALED - NINTENDO DS 2010 RARE!!!;0.01;1225.0;7 days;1619479285.0;27 Apr 2021 at 7:21:25pm PDT;20.0;84.0
2582;Mobile;Apple iPhone 7 Plus - 128GB - Silver (Unlocked) A1661 (CDMA + GSM);0.99;185.5;7 days;1619113833.0;23 Apr 2021 at 1:50:33pm PDT;16.0;28.0
1225;Mobile;Apple iPhone XS - 256GB-Gold (without Simlock) A2097 (GSM);0.88;166.32;5 days;1621655026.0;22 May 2021 at 11:43:46am PDT;24.0;63.0
1258;Mobile;Huawei P30 Lite 4GB/128GB Smartphone-Peacock Blue (51093NPP);0.88;110.88;7 days;1619905964.0;2 May 2021 at 5:52:44am PDT;16.0;26.0
1906;Mobile;Samsung Galaxy A52 SM-A525F/DS - 128GB-Awesome Black (without Simlock) (Dual Sim;0.88;223.52;7 days;1620518398.0;9 May 2021 at 7:59:58am PDT;20.0;31.0
1823;Mobile;motorola edge plus unlocked 5G 256gb 12gb Ram;384.0;972.8;7 days;1619136727.0;23 Apr 2021 at 8:12:07am PDT;16.0;42.0
3432;Mobile;Xiaomi MI 10T Pro - 128GB-Lunar Silver (without Simlock) (Dual Sim);0.88;291.28;7 days;1620851028.0;13 May 2021 at 4:23:48am PDT;24.0;63.0
1102;Game;NINTENDO 3DS GAME LOT POK��MON OMEGA RUBY AND SUN SUPER SMASH MARIO BROS 2;0.99;122.5;7 days;1619412269.0;26 Apr 2021 at 12:44:29pm PDT;16.0;64.0
1178;Game;Xenoblade Chronicles 2 Torna The Golden Country Nintendo Switch;0.88;51.04;10 days;1621280303.0;18 May 2021 at 3:38:23am PDT;16.0;38.0
709;Game;Dragon ball final bout new in blister box tatty ps1 pal french new neu;0.88;41.8;10 days;1621741501.0;23 May 2021 at 11:45:01am PDT;17.0;35.0
618;Mobile;Samsung Galaxy S20 FE SM-G780F/DS - 128GB-Cloud Red (without Simlock);87.12;324.6232;7 days;1619829492.0;1 May 2021 at 8:38:12am PDT;21.0;40.0
1293;Game;Game Boy Advance SP Gold Zelda Edition;0.88;53.68;7 days;1620525659.0;9 May 2021 at 10:00:59am PDT;16.0;42.0
1274;Mobile;Apple iPhone 11 Pro - 256GB - Space Gray (Unlocked) ;450.0;725.0;7 days;1620174783.0;5 May 2021 at 8:33:03am PDT;16.0;33.0
1428;Mobile;Appel iPhone 12 Pro Max 256 GB Gold (without Simlock);0.88;875.6;7 days;1620442012.0;8 May 2021 at 10:46:52am PDT;18.0;31.0
2072;Mobile;Apple iPhone 7 Plus - 128GB - Silver (Unlocked) A1784 (GSM) (AU Stock);80.49999999999999;220.5;7 days;1620154388.0;5 May 2021 at 2:53:08pm PDT;16.0;26.0
1921;Mobile;Apple iPhone SE - 64GB - (Unlocked) 2020 Black White;0.7425;180.75;10 days;1620964188.0;14 May 2021 at 11:49:48am PDT;18.0;47.0
685;Mobile;Apple iPhone XS - 256GB-Silver (without Simlock) A2097 (GSM);0.88;300.96;7 days;1620864172.0;13 May 2021 at 8:02:52am PDT;18.0;31.0
2563;Mobile;OnePlus 8 5G IN2017 128GB T-Mobile Only Interstellar Glow Smartphone Cell X240;0.01;163.52;3 days;1621792809.0;24 May 2021 at 2:00:09pm PDT;18.0;49.0
3354;Mobile;Google PIXEL 3XL 128GB UNLOCKED (cb11);0.99;113.0;3 days;1621880663.0;25 May 2021 at 2:24:23am PDT;16.0;39.0
272;Game;Brand New Nintendo Switch 32GB Neon Red/Neon Blue Console W/ 4 Brand New Games;0.99;420.0;7 days;1619304502.0;25 Apr 2021 at 6:48:22pm PDT;16.0;34.0
2250;Mobile;Google Pixel 4a GA02099-US - 128GB - Just Black (Unlocked) (Single SIM);0.99;345.0;7 days;1619666533.0;29 Apr 2021 at 11:22:13am PDT;20.0;52.0
959;Game;Pokemon XD Gale Of Darkness Nintendo Gamecube Console W/ Box & Game;100.0;620.0;7 days;1620102001.0;4 May 2021 at 12:20:01pm PDT;17.0;25.0
648;Mobile;Apple iPhone 8 Plus - 64gb - White - Unlocked T-Mobile Verizon AT&T.;175.0;301.0;5 days;1620083493.0;4 May 2021 at 7:11:33pm PDT;16.0;31.0
722;Mobile;Apple iPhone X - 64GB - Space Grey (Unlocked) A1901 (GSM) Good Condition;0.7425;137.25;3 days;1621222064.0;17 May 2021 at 11:27:44am PDT;18.0;40.0
537;Mobile;apple iPhone 11 pro max - 512GB -��Green;90.0;820.0;3 days;1620964813.0;14 May 2021 at 12:00:13am PDT;32.0;73.0
354;Mobile;ONEPLUS 7T - 128GB-Glacier Blue (without Simlock) (Dual Sim);0.88;183.92;7 days;1621048170.0;15 May 2021 at 11:09:30am PDT;16.0;34.0
4160;Mobile;LOT OF EIGHT! Samsung Galaxy S8 Active SM-G892U/A- 64GB -Gray - Smartphones;0.99;550.0;5 days;1621195236.0;17 May 2021 at 4:00:36pm PDT;21.0;49.0
674;Game;Super Nintendo SNES Game Lot of 17 Games;1.0;145.5;7 days;1620602209.0;10 May 2021 at 7:16:49pm PDT;18.0;63.0
146;Mobile;Samsung Galaxy S20 - 128GB-Cosmic Gray (without Simlock);0.88;317.68;7 days;1619907934.0;2 May 2021 at 6:25:34am PDT;21.0;39.0
1012;Mobile;Apple iPhone 11 Pro Max - 256GB - Space Gray (Unlocked) A2161 (CDMA + GSM);0.99;746.0;3 days;1620355460.0;7 May 2021 at 10:44:20am PDT;22.0;50.0
3017;Game;Sony PlayStation PS3 Fat 60GB Backwards Compatible Bundle w/ 85 games ;165.0;1200.0;7 days;1620003190.0;3 May 2021 at 8:53:10pm PDT;16.0;38.0
288;Mobile;Unlocked ZTE Axon M Z999 64GB Black GSM Dual Screen AT&T Phone -Read Description;0.99;77.0;5 days;1619748012.0;30 Apr 2021 at 10:00:12am PDT;17.0;36.0
2927;Mobile;Samsung Galaxy S7 SM-G930V 32GB Black Verizon Chipped Glass Charger & Case;0.99;38.0;7 days;1621733023.0;23 May 2021 at 9:23:43am PDT;16.0;32.0
1656;Mobile;Apple iPhone XR - 128GB - Black (Unlocked) A2105 (GSM) (AU Stock);0.14;616.0699999999999;5 days;1621799428.0;24 May 2021 at 3:50:28am PDT;16.0;41.0
1448;Mobile;Apple iPhone XR - 64GB - Black A2105 Unlocked (GSM) (AU Stock);138.6;525.0;7 days;1621044719.0;15 May 2021 at 10:11:59pm PDT;17.0;40.0
1952;Game;Gba Gameboy Advance Games Lot Of 21! Crash Lego Star Wars TMNT Spider-Man MM;0.99;63.0;7 days;1621116753.0;16 May 2021 at 6:12:33pm PDT;18.0;42.0
3067;Mobile;Apple iPhone XS Max - 64GB - Space Gray (Unlocked) A1921 (CDMA + GSM);100.0;410.0;1 day;1620165490.0;5 May 2021 at 5:58:10pm PDT;21.0;55.0
4093;Mobile;   LOT OF SIX! Samsung Galaxy A10e SM-A102U - 32 GB - Black - MetroPCS Unlocked ;0.99;285.0;5 days;1619903753.0;2 May 2021 at 5:15:53pm PDT;32.0;77.0
2774;Mobile;Apple iPhone 6S - 16GB - Gray (Unlocked) (Read Description) BJ1003;1.0;68.0;1 day;1620083763.0;4 May 2021 at 7:16:03am PDT;17.0;38.0
3468;Mobile;Apple iPhone 11 - 64GB-Green (without Simlock) A2221 (CDMA + GSM);0.88;393.36;5 days;1621481182.0;20 May 2021 at 11:26:22am PDT;26.0;76.0
1848;Mobile;Asus ROG Phone 2 I001DC 512GB AT&T GSM Unlocked Dual Sim Smartphone Black X192;0.01;242.5;3 days;1619148919.0;23 Apr 2021 at 11:35:19am PDT;18.0;38.0
51;Mobile;Apple iPhone X ��� 256 GB ��� Space Gray ��� Model A1901 ��� AT&T;1.0;285.0;5 days;1620242415.0;6 May 2021 at 3:20:15pm PDT;16.0;39.0
2057;Mobile;Samsung Galaxy A71 128GB Dual Sim Sliver Unlocked Android Smartphone - SM-A715F;1.386;483.0;10 days;1620499816.0;9 May 2021 at 2:50:16am PDT;18.0;60.0
1509;Mobile;Huawei P30 Pro VOG-L09 - 128GB - Aurora Unlocked Used;0.075;172.5;5 days;1619283831.0;25 Apr 2021 at 1:03:51pm PDT;28.0;63.0
3983;Mobile;Apple iPhone X - 256GB - Silver - Unlocked;0.7425;198.75;3 days;1619326612.0;25 Apr 2021 at 12:56:52pm PDT;18.0;40.0
2711;Mobile;Apple iPhone XS - 256GB - Space Gray (Unlocked) A1920 (CDMA + GSM);0.99;280.0;7 days;1620172402.0;5 May 2021 at 7:53:22am PDT;23.0;74.0
474;Mobile;Unlocked Samsung Galaxy Note20 Ultra 128GB SM-N986U ATT Phone (Read Description);0.99;603.0;5 days;1620010841.0;3 May 2021 at 11:00:41am PDT;19.0;63.0
2753;Mobile;Apple iPhone 11 Pro - 256GB - Gold (TMobile) (Read Description) BI1170;1.0;240.5;1 day;1619844159.0;1 May 2021 at 12:42:39pm PDT;19.0;57.0
2771;Game;PS4 Slim Console + Games;52.5;142.5;7 days;1620595459.0;10 May 2021 at 5:24:19am PDT;18.0;30.0
2765;Mobile;Apple iPhone 12 Pro Max - 128GB - Graphite (Unlocked);0.7425;600.0;1 day;1620013348.0;3 May 2021 at 11:42:28am PDT;21.0;41.0
1579;Mobile;New Apple iPhone 11 - 128GB - Black (Verizon) A2111 (CDMA + GSM)��MHCA3LL/A;400.0;595.0;3 days;1620273639.0;6 May 2021 at 12:00:39pm PDT;17.0;24.0
2644;Mobile;Apple iPhone XS Max - 256GB - Gray (Unlocked) (Read Description) BH1183;1.0;400.0;1 day;1619121078.0;23 Apr 2021 at 3:51:18pm PDT;20.0;58.0
2899;Mobile;Google Pixel 4a GA02099-US - 128GB - Just Black (Unlocked) (Single SIM);5.0;365.0;7 days;1621449238.0;20 May 2021 at 2:33:58pm PDT;22.0;44.0
2759;Mobile;Lg g6 smartphone - 64 gb-astro black;0.88;58.08;7 days;1620411383.0;8 May 2021 at 2:16:23pm PDT;19.0;37.0
792;Game;The Legend of Zelda-Link's Awakening (Game Boy OVP stores);8.8;116.16;5 days;1619930383.0;2 May 2021 at 12:39:43pm PDT;17.0;49.0
2081;Game;Microsoft Xbox One X Console Black - 1TB w/ 1 Controller & 7 Games;9.99;345.33;7 days;1620261341.0;6 May 2021 at 8:35:41am PDT;17.0;60.0
449;Mobile;Apple iPhone XS Max - 256 GB - Silver (Unlocked) A2101 (GSM) (AU Stock);1.386;924.0;5 days;1619404845.0;26 Apr 2021 at 10:40:45pm PDT;28.0;74.0
1598;Game;LOT - Playstation 2 WII U XBOX ONE GAMES Gamecube Cases Zelda Dance dance Mario ;2.99;122.5;5 days;1620598329.0;10 May 2021 at 6:12:09pm PDT;16.0;37.0
1354;Mobile;Samsung Galaxy Note9 N960F ;15.0;150.0;3 days;1621710499.0;23 May 2021 at 3:08:19am PDT;26.0;44.0
366;Mobile;LG G8 ThinQ - G820UMB - 128GB - Black (Verizon/Unlocked) ;0.99;148.5;5 days;1621107901.0;16 May 2021 at 3:45:01pm PDT;23.0;56.0
3844;Mobile;Google Pixel 4a 5G G025E - 128GB - Just Black (Unlocked) (Single SIM);0.99;375.55;7 days;1620943671.0;14 May 2021 at 6:07:51pm PDT;21.0;48.0
1720;Mobile;Iphone 8 Plus Vodafone 64GB;37.5;120.75;7 days;1620268249.0;6 May 2021 at 10:30:49am PDT;17.0;30.0
2321;Mobile;LOT of 3 Samsung Galaxy A71 5G 128GB SM-A716U AT&T GSM Unlocked Smartphones A138;0.01;316.0;5 days;1620015473.0;3 May 2021 at 12:17:53pm PDT;20.0;35.0
1821;Mobile;Apple iPhone XR - 64GB-Blue (without Simlock) A2105 (GSM) Perfect Condition!;94.16;249.92;10 days;1619235631.0;24 Apr 2021 at 11:40:31am PDT;17.0;29.0
728;Mobile;Apple iPhone 11 Pro - 64GB - Space Grey (Unlocked);75.0;326.25;7 days;1621715432.0;23 May 2021 at 4:30:32am PDT;21.0;39.0
1874;Game;Super MARIO WORLD BOXED SNES PAL Super Nintendo;0.88;188.1968;7 days;1620007079.0;3 May 2021 at 9:57:59am PDT;16.0;45.0
1415;Mobile;iPhone 8 256gb Space Grey Unlocked;0.7425;123.75;3 days;1619930548.0;2 May 2021 at 12:42:28pm PDT;20.0;44.0
3834;Mobile;Apple iPhone 11 - 64GB - Black (Unlocked) - NEW - No RESERVE - BARGAIN;0.7425;315.0;7 days;1620620050.0;10 May 2021 at 12:14:10pm PDT;28.0;54.0
2308;Mobile;Xiaomi MI 9t - 64 GB-Carbon Black (without Simlock) (Dual Sim);0.88;101.05040000000001;5 days;1619919757.0;2 May 2021 at 9:42:37am PDT;21.0;31.0
1143;Mobile;Apple iPhone XS - 512GB - Gold (Unlocked) A2097 (GSM);0.7425;153.75;7 days;1620249665.0;6 May 2021 at 5:21:05am PDT;21.0;39.0
3092;Crafts;Janome TS200Q Computerized Sewing and Quilting Machine;0.99;233.5;7 days;1621184698.0;17 May 2021 at 1:04:58pm PDT;16.0;58.0
558;Mobile;Apple iPhone 11 Pro Max - 256GB - Midnight��Green (Unlocked) A2218 (CDMA + GSM);770.0;1287.9999999999998;5 days;1621535229.0;21 May 2021 at 2:27:09am PDT;16.0;24.0
1483;Mobile;Xiaomi MI 10 Lite 5g - 64gb-Cosmic Grey (Dual SIM) PERFECT equal to New;44.0;115.28;7 days;1619115585.0;23 Apr 2021 at 2:19:45am PDT;17.0;42.0
89;Mobile;Apple iPhone X - 64GB - Silver (AT&T) A1901 (GSM);0.99;241.5;5 days;1621370242.0;19 May 2021 at 4:37:22am PDT;27.0;43.0
3956;Mobile;Apple iPhone 11 Pro Max - 256GB - Silver (Unlocked) A2161 (CDMA + GSM);170.0;590.0;7 days;1621656679.0;22 May 2021 at 12:11:19am PDT;20.0;38.0
3883;Mobile;Samsung Galaxy Z Flip 5G SM-F700F/DS - 256GB - Mystic Grey (Unlocked) (Dual SIM);0.7425;397.5;7 days;1619890430.0;2 May 2021 at 1:33:50am PDT;22.0;55.0
635;Game;Nintendo Wii U Console Black Deluxe 32GB Bundle 2 Game Game Pad Wii Controller;0.99;182.5;5 days;1619906401.0;2 May 2021 at 6:00:01pm PDT;18.0;63.0
570;Mobile;IPhone 12 Mini 64 GB Space Grey-Like New;0.88;497.2;5 days;1621813787.0;24 May 2021 at 7:49:47am PDT;18.0;46.0
3220;Game;SONY PLAYSTATION 4 PRO CONSOLE 1TB BLACK CUH-7202B + 3 GAMES;70.0;805.0;7 days;1621302707.0;18 May 2021 at 9:51:47pm PDT;22.0;84.0
3201;Mobile;Apple iPhone 11 Pro - 64GB - Midnight��Green (Unlocked) A2215 (CDMA + GSM);0.7425;345.75;7 days;1620785684.0;12 May 2021 at 10:14:44am PDT;26.0;78.0
1585;Mobile;Brand New Samsung Galaxy Note 20 Ultra 5G - Mystic White (EE) + FREEBIE;0.7425;442.5;1 day;1620176428.0;5 May 2021 at 9:00:28am PDT;17.0;57.0
3855;Mobile;Samsung Galaxy S20 FE 5G SM-G781B/DS - 128GB - Cloud Red unlocked�� dual sim;37.5;303.75;3 days;1621118505.0;16 May 2021 at 6:41:45am PDT;18.0;47.0
