asin;name;openbid;auction_duration;unixEndDate;endDate;bidders;bids
433;Samsung Galaxy S20+ plus 5G cosmic grey;GBP 0.99;7 days;1619201449.0;24 Apr 2021 at 2:10:49pm PDT;17.0;51.0
1835;Karate Champ Nintendo Entertainment System 1986 NES GAME CARTRIDGE free ship usa;$1.00;10 days;1620499295.0;9 May 2021 at 2:41:35pm PDT;5.0;14.0
333;Samsung Galaxy Note 20 5G 128GB Smartphone Unlocked;$1.00;3 days;1619543664.0;28 Apr 2021 at 1:14:24pm PDT;23.0;53.0
1274;Chrono Trigger (Nintendo DS) Case Manual / Papers Game;$5.99;7 days;1621048246.0;15 May 2021 at 11:10:46pm PDT;11.0;42.0
2335;Apple iPhone 11 Pro Max - 512GB - Gold (Unlocked) A2218 (CDMA + GSM);GBP 127.00;3 days;1619982332.0;3 May 2021 at 3:05:32am PDT;20.0;44.0
208;S17416 48x36x3mm Natural Zhanguo Warring States Red Agate Slab/slice Pendant;$0.01;7 days;1620439436.0;8 May 2021 at 10:03:56pm PDT;4.0;17.0
1009;Doro 8040 (5 inch) 8MP Smartphone (Black) (Nano SIM);GBP 0.99;5 days;1619930816.0;2 May 2021 at 12:46:56pm PDT;6.0;19.0
3204;Hitman 3 PS4;GBP 0.99;7 days;1621137636.0;16 May 2021 at 12:00:36pm PDT;7.0;18.0
3027;Assassin's Creed Odyssey + Origins Doppelpack PS4 Spiel PlayStation 4;EUR 1.00;10 days;1620524707.0;9 May 2021 at 9:45:07am PDT;9.0;17.0
103;Resident Evil 8 Village PS5 Playstation 5;EUR 1.00;1 day;1621219224.0;17 May 2021 at 10:40:24am PDT;9.0;22.0
771;Apple iPhone 12 - 128GB - Blue (Verizon);$100.00;7 days;1620585531.0;10 May 2021 at 2:38:51pm PDT;12.0;30.0
2383;Samsung Galaxy S9+ SM-G965 - 128GB - Lilac Purple (Unlocked) (Single SIM);GBP 100.00;7 days;1621718247.0;23 May 2021 at 5:17:27am PDT;5.0;27.0
765;Soul Sacrifice (Sony PlayStation Vita 2013);GBP 0.99;3 days;1620267626.0;6 May 2021 at 10:20:26am PDT;6.0;21.0
1697;Stampin Up Cherish the Season/Perfectly Plaid/Gather Together;$5.00;3 days;1620251723.0;6 May 2021 at 5:55:23pm PDT;8.0;19.0
3092;NEW GOLD EASY MEMORABLE VIP UK MOBILE PHONE NUMBER PLATINUM SIM 000 444;GBP 0.99;7 days;1620066132.0;4 May 2021 at 2:22:12pm PDT;9.0;39.0
147;S11212 39x7mm Natural Agate Brown/white Rutilated Round Pendant Bead;$0.01;7 days;1619572598.0;28 Apr 2021 at 9:16:38pm PDT;4.0;14.0
1601;Motorola MOTO G6 Plus - 64GB-Deep Indigo (Unlocked) (Dual Sim) used;EUR 1.00;7 days;1621738883.0;23 May 2021 at 11:01:23am PDT;7.0;21.0
648;Lot of 36 Used Sony PlayStation 2 PS2 Games (Read Description!);$0.01;7 days;1621034047.0;15 May 2021 at 7:14:07pm PDT;13.0;28.0
3051;Midnight Club 3: DUB Edition -- Remix Greatest Hits (Sony PlayStation 2 2006);$2.99;7 days;1620770401.0;12 May 2021 at 6:00:01pm PDT;7.0;31.0
1610;Lego harry potter - Nintendo Switch;GBP 7.40;7 days;1621878256.0;25 May 2021 at 1:44:16pm PDT;4.0;13.0
2925;LG G6 32GB VS988 Platinum;$0.99;3 days;1620531678.0;9 May 2021 at 11:41:18am PDT;6.0;29.0
3015;Huawei P30 Pro VOG-L29 - 128GB-Black (without Simlock) (8GB Ram spots);EUR 1.00;7 days;1619832884.0;1 May 2021 at 9:34:44am PDT;15.0;42.0
2158;Samsung Galaxy S20+ 5G G986U Blue Verizon 128GB ;$1.00;7 days;1619897401.0;2 May 2021 at 3:30:01pm PDT;15.0;63.0
2214;Bundle of Crash Bandicoot Games - Read Description;GBP 0.99;10 days;1620856177.0;13 May 2021 at 5:49:37am PDT;4.0;19.0
1161;Oppo find X3 Lite 5G-GALACTIC SILVER (Dual Sim) - OVP;EUR 1.00;3 days;1620417153.0;8 May 2021 at 3:52:33am PDT;7.0;16.0
3043;Mario superstar baseball-gamecube pal fr rare Complete with Instructions + vip c;EUR 39.00;10 days;1620864760.0;13 May 2021 at 8:12:40am PDT;7.0;25.0
790;iPhone 6s Space Gray- 16GB- Cracked screen but works still! ;$34.00;7 days;1621119441.0;16 May 2021 at 6:57:21pm PDT;4.0;26.0
481;Nintendo Ds Lite Pink + 25 puzzle Games! In Good Condition!;GBP 0.99;7 days;1620438049.0;8 May 2021 at 9:40:49am PDT;9.0;23.0
1079;Zoda's Revenge: Star Tropics II For Nintendo NES Brand New Factory Sealed;$70.00;3 days;1621195243.0;17 May 2021 at 4:00:43pm PDT;6.0;29.0
1042;The Legend of Zelda: Twilight Princess HD (Nintendo Wii U 2016);$0.99;7 days;1620682201.0;11 May 2021 at 5:30:01pm PDT;13.0;25.0
832;Doom SNES RED Cartridge - with Manual - Rare;$29.99;7 days;1619570366.0;28 Apr 2021 at 8:39:26am PDT;9.0;32.0
1170;Apple iPhone 8 - 64GB-Space Grey (without Simlock) A1905 (GSM);EUR 58.00;7 days;1621040739.0;15 May 2021 at 9:05:39am PDT;5.0;25.0
3212;Samsung Galaxy S10+ Plus G975U1 (Factory Unlocked) 512GB Black SPOT/LINES ON LCD;$0.99;5 days;1621188671.0;17 May 2021 at 2:11:11pm PDT;19.0;59.0
1919;Nokia Lumia 920 - 32GB - Black (Unlocked) - Excellent Condition;GBP 0.99;10 days;1619654467.0;29 Apr 2021 at 8:01:07am PDT;6.0;20.0
1178;NEW Resident Evil 8 Village Collector's Edition (Sony PS4 2021) IN HAND;$209.99;7 days;1621119889.0;16 May 2021 at 7:04:49pm PDT;5.0;15.0
3153;Apple iPhone 8 Plus 64GB A1897 (GSM) (Unlocked) - Silver;GBP 87.00;7 days;1619902677.0;2 May 2021 at 4:57:57am PDT;12.0;25.0
1114;Samsung Galaxy S10 SM-G973F/DS - 128GB-Prism Black (without Simlock) (Dual Sim);EUR 1.00;1 day;1619301131.0;25 Apr 2021 at 5:52:11am PDT;14.0;31.0
2665;Samsung Galaxy A51;EUR 1.00;7 days;1621132845.0;16 May 2021 at 10:40:45am PDT;22.0;75.0
2490;IPhone x 64gb Space Grey;EUR 1.00;1 day;1621466194.0;20 May 2021 at 7:16:34am PDT;12.0;48.0
840;Samsung Galaxy S8 - 64GB-Midnight black (without Simlock);EUR 1.00;7 days;1619803123.0;1 May 2021 at 1:18:43am PDT;7.0;22.0
1615;Luigi's Mansion 3 - Nintendo Switch NEW;$9.99;5 days;1621980979.0;26 May 2021 at 6:16:19pm PDT;9.0;21.0
1440;Tomb Raider: Legend Nintendo Game Boy Advance 2006 Factory Sealed VGA Wata Ready;EUR 1.00;5 days;1620531534.0;9 May 2021 at 11:38:54am PDT;7.0;11.0
1598;Apple iPhone XS Max 256GB Space Grey Unlocked Mint Condition;GBP 0.99;1 day;1621138333.0;16 May 2021 at 12:12:13pm PDT;13.0;27.0
214;S00266 37x6mm Natural Polychrome Jasper Round Pendant Bead;$0.01;7 days;1620494756.0;9 May 2021 at 1:25:56am PDT;5.0;21.0
2459;RARE NEW Tom Clancy���s Rainbow Six Factory Sealed N64 Nintendo 64 Japan;$45.00;7 days;1620696422.0;11 May 2021 at 9:27:02am PDT;6.0;19.0
1374;Diddy Kong Racing N64 Complete In Box;$10.00;7 days;1619996401.0;3 May 2021 at 7:00:01pm PDT;4.0;22.0
823;Final Fantasy VII Remake Deluxe Edition-PS4-OVP-Top;EUR 1.00;10 days;1619580911.0;28 Apr 2021 at 11:35:11am PDT;8.0;17.0
2274;Monster Hunter RISE Nintendo Switch NEW;EUR 1.00;1 day;1621221666.0;17 May 2021 at 11:21:06am PDT;10.0;24.0
1407;SackBoy - A Big Adventure - Special Collectors Edition with figure - PS4;GBP 0.99;7 days;1620528654.0;9 May 2021 at 10:50:54am PDT;7.0;14.0
1162;Samsung Galaxy A50 - 128GB-Black (without Simlock) (Dual Sim);EUR 1.00;10 days;1621033088.0;15 May 2021 at 6:58:08am PDT;15.0;56.0
2975;GTA 3 ps2 Wata 9.8 A + +/no VGA;EUR 1.00;10 days;1621098991.0;16 May 2021 at 1:16:31pm PDT;6.0;135.0
1584;Apple iPhone 11 - 64GB-Black (without Simlock) * NEW/SEALED *;EUR 206.00;3 days;1620867601.0;13 May 2021 at 9:00:01am PDT;10.0;36.0
2804;Samsung Galaxy S8 SM-G950U - 64GB - Midnight Black (Unlocked);$1.00;7 days;1621964556.0;26 May 2021 at 1:42:36pm PDT;23.0;52.0
626;Apple iPhone 12 - 64GB - Black (Unlocked);GBP 206.00;7 days;1620612328.0;10 May 2021 at 10:05:28am PDT;10.0;24.0
1428;Jumanji The Video Game - Nintendo Switch - Brand New Sealed;$1.00;7 days;1620519286.0;9 May 2021 at 8:14:46pm PDT;4.0;17.0
3205;Samsung Galaxy S10 SM-G973F - 128GB-Prism Black (Dual Sim) + Wireless Charger;EUR 83.00;7 days;1621218646.0;17 May 2021 at 10:30:46am PDT;13.0;27.0
1076;Apple iPhone 8 Plus - 256GB-Gold (without Simlock) - VGC;EUR 67.00;7 days;1621564710.0;21 May 2021 at 10:38:30am PDT;17.0;50.0
1140;Samsung Galaxy A51 SM-A515F/DS - 128GB - Prism Crush Black (Unlocked) (Dual SIM);GBP 1.00;5 days;1620187509.0;5 May 2021 at 12:05:09pm PDT;7.0;24.0
2420;8 Stampinup stamp sets....punch...dies...2 wood mount stamps..DSP;$9.99;7 days;1619929518.0;2 May 2021 at 12:25:18pm PDT;6.0;22.0
2797;Sewing Machine SINGER Starlet Made;GBP 0.99;5 days;1621566629.0;21 May 2021 at 11:10:29am PDT;6.0;17.0
465;Nintendo 3ds Xl Red Boxed + 2 Games!;GBP 0.99;10 days;1620529801.0;9 May 2021 at 11:10:01am PDT;5.0;22.0
1030;Wild Arms PS1 1997 Complete;$16.40;7 days;1620493201.0;9 May 2021 at 1:00:01pm PDT;9.0;16.0
2507;OnePlus 9 5G LE2113 8GBRAM 128GB Triple Camera Snapdragon Dual Sim - Blue;GBP 0.99;1 day;1619292599.0;25 Apr 2021 at 3:29:59am PDT;14.0;56.0
311;Mario Tennis-N64-COMPLETE BOXED-VGC;EUR 1.00;7 days;1619408542.0;26 Apr 2021 at 11:42:22am PDT;5.0;37.0
1957;Fire Emblem Fates Special Edition - Nintendo 3DS - Factory Sealed MINT��;$9.99;7 days;1619904207.0;2 May 2021 at 5:23:27pm PDT;13.0;53.0
1567;Final Fantasy III Nintendo SNES USA Nice Condition;GBP 5.00;7 days;1620694785.0;11 May 2021 at 8:59:45am PDT;9.0;23.0
2682;Super Star Wars Snes New;$11.00;7 days;1621734578.0;23 May 2021 at 9:49:38am PDT;10.0;52.0
1198;LOT OF SIX! Samsung Galaxy S6 SM-G920P/V/T - 32GB - Black/Gold Smartphones ;$0.99;5 days;1621807510.0;24 May 2021 at 6:05:10pm PDT;10.0;31.0
2758;nintendo game boy advance games 1 ds game;$0.99;7 days;1620621255.0;10 May 2021 at 12:34:15pm PDT;9.0;33.0
2981;Sony Xperia L4 Mobile Phone - Black - New & In Box;GBP 0.01;1 day;1620681867.0;11 May 2021 at 5:24:27am PDT;7.0;30.0
3107;Stampin'Up Stamp Set Clear Mount Varied Vases 146644;$8.99;5 days;1620419258.0;8 May 2021 at 4:27:38am PDT;4.0;16.0
2451;Apple iPhone XS Max - 256GB - Space Gray  A1921 (Unlocked) ;$0.99;1 day;1619988168.0;3 May 2021 at 4:42:48pm PDT;14.0;61.0
2409;Metroid Fusion - Nintendo Game Boy Advance 2002 - Authentic - Game Only;$19.60;5 days;1619306626.0;25 Apr 2021 at 7:23:46pm PDT;5.0;15.0
1817;Apple iPhone 8 Plus - 64GB-Space Grey (without Simlock) A1897 (GSM);EUR 50.00;5 days;1619845152.0;1 May 2021 at 12:59:12am PDT;8.0;24.0
818;Apple iPhone 6s Plus - 16GB - Silver (Verizon) Unlock;$10.00;7 days;1619138111.0;23 Apr 2021 at 8:35:11pm PDT;11.0;30.0
316;Silent Hill: Downpour (Sony PlayStation 3 2012);$20.00;7 days;1619485273.0;27 Apr 2021 at 9:01:13am PDT;6.0;22.0
1876;LG WING 5G LMF100 256GB Verizon GSM Unlocked Smartphone Cell Swivel Gray X334;$0.01;3 days;1621224997.0;17 May 2021 at 12:16:37pm PDT;11.0;39.0
1074;Samsung S21 5G 128GB New Sealed Australian Stock Phantom Violet Phone;AU $0.99;3 days;1621139929.0;16 May 2021 at 12:38:49am PDT;15.0;60.0
1243;Samsung Galaxy Note 8 SM-N950 - 64GB-Midnight black (without Simlock) Smartphone;EUR 1.00;3 days;1619889423.0;2 May 2021 at 1:17:03am PDT;12.0;35.0
2492;Samsung galaxy a6 mobile phone;GBP 25.00;5 days;1621901712.0;25 May 2021 at 8:15:12am PDT;8.0;30.0
2569;Gameboy Color Pokemon Crystal edition used-stores not;EUR 1.00;7 days;1619326657.0;25 Apr 2021 at 12:57:37pm PDT;8.0;25.0
1814;Monster Hunter Rise Deluxe Edition Nintendo Switch Console. Includes game. New;$0.99;7 days;1619896518.0;2 May 2021 at 3:15:18pm PDT;14.0;60.0
2771;Call of duty: black ops cold war ps4 game;GBP 0.99;3 days;1620407055.0;8 May 2021 at 1:04:15pm PDT;9.0;23.0
372;Disney Family Dinner Cross Stitch Kit - Out of Print - NEW and Sealed;$46.00;7 days;1620687412.0;11 May 2021 at 6:56:52am PDT;4.0;20.0
1772;Samsung Galaxy S20 FE 5G SM-G781B/DS - 128GB-Cloud White invoice & Original Box;EUR 1.00;7 days;1619125283.0;23 Apr 2021 at 5:01:23am PDT;14.0;50.0
2913;Samsung galaxy s20 5g 128gb plus 128GB��;GBP 0.99;7 days;1620508708.0;9 May 2021 at 5:18:28am PDT;9.0;32.0
1550;Sony PlayStation 1 console bundle with 3 games bargain buy very good condition !;GBP 14.60;10 days;1620699982.0;11 May 2021 at 10:26:22am PDT;4.0;16.0
1543;Castlevania: Symphony of the Night (PlayStation 1 1997);$4.99;5 days;1620062688.0;4 May 2021 at 1:24:48pm PDT;11.0;27.0
781;Apple iPhone 7 Plus - 128GB-Black (without Simlock) A1784 (GSM);EUR 1.00;7 days;1620792737.0;12 May 2021 at 12:12:17pm PDT;15.0;63.0
2437;Samsung Galaxy S10 Plus - 512GB - Prism Black (Unlocked) (Dual SIM);GBP 50.00;7 days;1620529580.0;9 May 2021 at 11:06:20am PDT;10.0;45.0
2921;Huawei P40 Lite 5G - 128GB-Midnight black (without Simlock);EUR 1.00;7 days;1620583963.0;10 May 2021 at 2:12:43pm PDT;13.0;46.0
1581;Samsung Galaxy S7 edge SM-G935F - 32GB - Gold - Unlocked;GBP 0.99;5 days;1620960810.0;14 May 2021 at 10:53:30am PDT;11.0;36.0
1476;samsung galaxy a71 unlocked SM-A715F/DS 128GB prism white 99 p no reserve;GBP 99.99;7 days;1621550960.0;21 May 2021 at 6:49:20am PDT;9.0;23.0
2575;Galaxy S7 edge. In Box From Insurance claim Never Used! Grade A. ;GBP 40.00;7 days;1619487761.0;27 Apr 2021 at 9:42:41am PDT;7.0;25.0
1421;Spider-Man: Shattered Dimensions (Microsoft Xbox 360 2010);$15.00;7 days;1620508120.0;9 May 2021 at 5:08:40pm PDT;7.0;25.0
2500;Lana Grossa 5 x 25 grams silkhair Colour 124;EUR 1.00;7 days;1619283925.0;25 Apr 2021 at 1:05:25pm PDT;5.0;22.0
1640;Xiaomi Redmi 9AT Smartphone - 32GB  Dual Sim - Granite Grey - Brand New Boxed;GBP 1.99;7 days;1619670495.0;29 Apr 2021 at 12:28:15pm PDT;10.0;35.0
320;Nintendo 64 Pokemon Stadium Video Game;$4.99;7 days;1619557847.0;28 Apr 2021 at 5:10:47am PDT;17.0;35.0
2971;Apple iPhone XS 256GB Rose Gold UNLOCKED CRACKED GLASS/Back. Fully functional.;$199.00;7 days;1620594422.0;10 May 2021 at 5:07:02pm PDT;9.0;22.0
1781;BlackBerry Priv 32GB (Unlocked) Smartphone - Black;$0.99;10 days;1619653617.0;29 Apr 2021 at 7:46:57am PDT;18.0;53.0
1153;Samsung Galaxy Note9 SM-N960U - 128GB -  Blue - Unlocked Smartphone ;$0.99;5 days;1620504050.0;9 May 2021 at 4:00:50pm PDT;16.0;40.0
2753;Samsung Galaxy S10+ SM-G975F - 512GB-Ceramic Black (without Simlock) (Dual Sim);EUR 123.00;7 days;1620495723.0;9 May 2021 at 1:42:03pm PDT;7.0;62.0
1611;Samsung - Galaxy Fold with 512GB Memory Cell Unlocked) Cosmos Black (6682) READ!;$0.99;5 days;1621716164.0;23 May 2021 at 4:42:44pm PDT;14.0;33.0
2452;Mario Party 2 1st Release Nintendo 64 N64 Video Game WATA Graded Sealed 6.5;$0.01;7 days;1620507954.0;9 May 2021 at 5:05:54pm PDT;7.0;31.0
2447;Cod Modern Warfare Ps4;GBP 15.99;7 days;1620531083.0;9 May 2021 at 11:31:23am PDT;4.0;16.0
323;Samsung Galaxy S10 SM-G973F - 128GB-Prism Green (without Simlock) (Dual Sim);EUR 90.00;7 days;1619663750.0;29 Apr 2021 at 10:35:50am PDT;10.0;27.0
2424;Apple iPhone 11 Pro Max - 64GB-Silver;EUR 1.00;1 day;1619556213.0;28 Apr 2021 at 4:43:33am PDT;15.0;51.0
2730;4x Bead Kit  Harvest Night/Harvest Blessings/Cookin' Up Magic/Bat House-AK165;$0.99;7 days;1620335641.0;7 May 2021 at 5:14:01pm PDT;8.0;18.0
1551;Apple iPhone XS Max 64GB Space Grey Unlocked Pristine Condition Amazing 90%����;GBP 0.99;1 day;1619926292.0;2 May 2021 at 11:31:32am PDT;10.0;45.0
73;JEU NEOGEO  NEO GEO AES / PREHISTORIC ISLE 2  / JAPAN Version / CONVERT NCI;EUR 1.00;3 days;1620530357.0;9 May 2021 at 11:19:17am PDT;9.0;28.0
1483;Doro Liberto 820 Unlocked hardly used.;GBP 5.00;7 days;1621825249.0;24 May 2021 at 11:00:49am PDT;6.0;29.0
799;Mohawk & Headphone Jack Snes Super Nintendo Game PAL;AU $0.99;7 days;1621629280.0;22 May 2021 at 4:34:40am PDT;6.0;20.0
2698;Apple iPhone XS - 512GB-Space Grey (without Simlock) A2101 (GSM);EUR 1.00;7 days;1619302203.0;25 Apr 2021 at 6:10:03am PDT;13.0;43.0
1570;Huawei P30 Pro VOG-L29 - 128GB - Aurora (Unlocked) (8GB RAM);GBP 0.01;7 days;1620668733.0;11 May 2021 at 1:45:33pm PDT;17.0;53.0
2754;MIGHTY GUNVOLT BURST NINTENDO SWITCH LIMITED RUN SOLD OUT NEW;$29.99;7 days;1620495841.0;9 May 2021 at 1:44:01pm PDT;9.0;16.0
3063;Nintendo Gameboy Color GBC Handheld Console System CGB-001 Purple Game Boy;$0.99;7 days;1621289652.0;18 May 2021 at 6:14:12pm PDT;18.0;38.0
2292;Apple iPhone 7 - 128GB - Red (Unlocked) (Read Description) CC1030;$1.00;1 day;1621878949.0;25 May 2021 at 1:55:49pm PDT;17.0;59.0
1560;Samsung Galaxy A71 SM-A715F/DS - 128GB-Prism Crush Black (without Simlock)...;EUR 200.00;7 days;1620604486.0;10 May 2021 at 7:54:46am PDT;10.0;35.0
3121;Konami The Lone Ranger Nes Nintendo New Factory Sealed NOS VGA WATA ??;$0.99;5 days;1621121830.0;16 May 2021 at 7:37:10pm PDT;14.0;44.0
2834;ar tonelico ps3-Brand new and free shipping!;$0.99;7 days;1620271092.0;6 May 2021 at 11:18:12pm PDT;11.0;45.0
2425;Fairphone 3+ 64GB Dark Translucent with Accessory Pack;EUR 1.00;5 days;1619926141.0;2 May 2021 at 11:29:01am PDT;13.0;33.0
1813;Nintendo Switch Games Collection 14 Games Mint Condition;EUR 1.00;3 days;1619550601.0;28 Apr 2021 at 3:10:01pm PDT;14.0;41.0
532;FACTORY SEALED Samsung Galaxy S21+ 5G - 256GB��;GBP 0.99;3 days;1621194705.0;17 May 2021 at 3:51:45pm PDT;10.0;41.0
2801;Samsung Galaxy S20 SM-G980F/DS - 128GB-Cloud Blue (without Simlock) disp. teilde;EUR 1.00;3 days;1621486044.0;20 May 2021 at 12:47:24pm PDT;9.0;40.0
2728;Full Drill 5D Diamond Painting Purple Moon Home Decor DIY Embroidery Kits Craft;AU $0.99;5 days;1619895632.0;2 May 2021 at 3:00:32pm PDT;5.0;16.0
2438;PS VITA CONSOLE PCH-1103 WITH  2 GAMES AND PROTECTIVE CASE;GBP 40.00;7 days;1620493243.0;9 May 2021 at 1:00:43pm PDT;8.0;33.0
2397;Thrill Kill-Unreleased fighting game for Sony PlayStation 1 PS1 PSX RARE UNCUT;EUR 1.00;10 days;1619283610.0;25 Apr 2021 at 1:00:10pm PDT;12.0;39.0
3057;Samsung Galaxy S10 SM-G973F/DS - 128GB-Prism Black (without Simlock) (Dual Sim);EUR 40.00;3 days;1620622000.0;10 May 2021 at 12:46:40pm PDT;8.0;41.0
597;Unlocked Samsung Galaxy Note 8 SM-N950U 64GB AT&T GSM Phone (Read Description);$0.99;5 days;1620784842.0;12 May 2021 at 10:00:42am PDT;15.0;51.0
2961;Apple iPhone 7 - 128GB - Black (Unlocked) A1778 (GSM) FREE DELIVERY ;GBP 0.99;7 days;1620532372.0;9 May 2021 at 11:52:52am PDT;18.0;32.0
1029;Samsung Galaxy S9 64GB Lilac Purple - YES OPTUS - Great Used Condition!;AU $50.00;5 days;1620254831.0;6 May 2021 at 6:47:11pm PDT;6.0;24.0
3011;Sega Dreamcast Console Bundle. Console 2 controllers 2 VMUs Wiring & 3 Games;$70.00;7 days;1619570024.0;28 Apr 2021 at 8:33:44am PDT;4.0;23.0
1229;Pokemon Fire Red Authentic Gameboy AND Gameboy Advance (both);$0.01;7 days;1619911424.0;2 May 2021 at 7:23:44pm PDT;9.0;32.0
3005;Pokemon: Fire Red Edition OVP Without Game (Nintendo Game Boy Advance 2004);EUR 10.00;7 days;1619458917.0;27 Apr 2021 at 1:41:57pm PDT;7.0;21.0
1544;IPhone 2g 16gb;EUR 0.99;7 days;1620323880.0;7 May 2021 at 1:58:00pm PDT;11.0;65.0
1332;Samsung Galaxy S8+ SM-G955F 64GB Orchid Grey (without Simlock) Smartphone (Duos);EUR 36.00;5 days;1619132907.0;23 Apr 2021 at 7:08:27am PDT;5.0;21.0
2181;Samsung Galaxy S10e - 128GB - Black (Unlocked) (Read Description) BI1114;$1.00;1 day;1619642135.0;29 Apr 2021 at 4:35:35pm PDT;15.0;39.0
2160;Samsung Galaxy S9+ SM-G965 - 64GB - Lilac Purple (Unlocked);$0.99;7 days;1620004559.0;3 May 2021 at 9:15:59am PDT;12.0;27.0
1349;���且RAND NEW���出box Series X 1TB Video Game Console Microsoft  ���� Fast Shipping ����;$99.00;5 days;1619304089.0;25 Apr 2021 at 6:41:29pm PDT;11.0;45.0
2177;Nintendo DS Action Replay Ultimate Cheats Pokemon;EUR 1.00;7 days;1620174221.0;5 May 2021 at 8:23:41am PDT;4.0;26.0
943;Huawei P40 Pro ELS-NX9 - 256GB-Black;EUR 100.00;7 days;1621709505.0;23 May 2021 at 2:51:45am PDT;13.0;56.0
1318;Nintendo 3DS XL Metallic Blue + 37 Installed games;AU $1.00;1 day;1621364034.0;19 May 2021 at 2:53:54am PDT;9.0;32.0
1947;Apple iPhone 8 Plus - 64GB - Gold (Unlocked) A1897 (GSM);GBP 20.00;7 days;1619890433.0;2 May 2021 at 1:33:53am PDT;18.0;40.0
1982;LOT of 4 LG V50 128GB Sprint GSM Unlocked Smartphones Assorted Carriers A143L;$0.01;5 days;1620103564.0;4 May 2021 at 12:46:04pm PDT;16.0;43.0
2249;Authentic Suikoden Tactics Playstation 2 PS2 Great Condition!;$1.00;10 days;1621195771.0;17 May 2021 at 4:09:31pm PDT;5.0;20.0
2915;Samsung Galaxy A6 - 32GB-Black (without Simlock);EUR 1.00;7 days;1620511848.0;9 May 2021 at 6:10:48am PDT;10.0;20.0
488;iphone 8 plus red 64gb unlocked;GBP 0.99;7 days;1620509519.0;9 May 2021 at 5:31:59am PDT;6.0;28.0
2907;Microsoft Xbox Series X 1TB Video Game Console IN HAND READY TO SHIP ����;$300.00;5 days;1620164184.0;5 May 2021 at 5:36:24pm PDT;10.0;24.0
1794;LG V40 ThinQ LM-V405 64GB AT&T T-Mobile GSM Unlocked Smart Cell Phone Black X217;$0.01;5 days;1619408432.0;26 Apr 2021 at 11:40:32am PDT;18.0;43.0
306;Logitech G923 Racing Steering Wheel and Pedals for PS5 PS4 and PC NEW trueforce;EUR 1.00;7 days;1619321871.0;25 Apr 2021 at 11:37:51am PDT;14.0;38.0
318;6 Wii U Games: Mario Kart 8 Super Smash Bros Super Mario 3D World Bayonetta 2;$6.90;5 days;1619297441.0;25 Apr 2021 at 4:50:41pm PDT;6.0;21.0
2959;GRAND THEFT AUTO SAN ANDREAS VGA 95 Mint PLAYSTATION 2 PS2 Rare Uncirculated;$0.99;7 days;1620531113.0;9 May 2021 at 11:31:53am PDT;6.0;27.0
294;Microsoft Xbox One X console 1 TB ��� project Scorpio Edition incl. Game Pass;EUR 1.00;7 days;1621740669.0;23 May 2021 at 11:31:09am PDT;12.0;32.0
2965;Sony PlayStation 4 Slim 500GB Black Gaming Console Boxed.;GBP 0.99;7 days;1620499334.0;9 May 2021 at 2:42:14pm PDT;19.0;49.0
1217;The Legend of Zelda: Ocarina of Time - Master Quest (Nintendo GameCube 2003);$34.00;7 days;1619495901.0;27 Apr 2021 at 11:58:21am PDT;5.0;50.0
2686;Apple iPhone 11 Pro Max - 256GB-Gold (without Simlock) A2218 (CDMA + GSM);EUR 1.00;7 days;1621913479.0;25 May 2021 at 11:31:19am PDT;25.0;54.0
830;Mickey's Speedway USA. NTSC USA. Nintendo 64 N64. Game & Manual only. No box.;GBP 9.00;7 days;1619286836.0;25 Apr 2021 at 1:53:56pm PDT;6.0;24.0
2779;sony experia xa1 mobile phone 32gb;GBP 11.99;3 days;1620791608.0;12 May 2021 at 11:53:28am PDT;4.0;20.0
1529;Zombie Army 4: Dead was Collector's Edition (Playstation 4 2020);EUR 1.00;7 days;1619923077.0;2 May 2021 at 10:37:57am PDT;11.0;38.0
2910;Wonder Boy in Monster Land (Sega Master 1988) & Wonder Boy III: Dragon���s Trap!;C $0.99;5 days;1620259249.0;6 May 2021 at 8:00:49pm PDT;9.0;31.0
321;Apple iPhone X 64GB Verizon GSM Unlocked T-Mobile AT&T Silver - BAD FACE ID;$0.99;7 days;1619658030.0;29 Apr 2021 at 9:00:30am PDT;11.0;23.0
1563;LRG-014: Furi (Switch) - Limited Run Games;$29.99;7 days;1620598656.0;10 May 2021 at 6:17:36pm PDT;12.0;27.0
2551;Samsung Galaxy S20 FE 4G Android Smartphone LTE 128GB SM-G781B/DS Cloud White;EUR 1.00;3 days;1621225094.0;17 May 2021 at 12:18:14am PDT;15.0;45.0
1212;Apple iPhone 6s - 32GB - Rose Gold (Three) ;GBP 0.99;7 days;1619324000.0;25 Apr 2021 at 12:13:20pm PDT;5.0;26.0
1293;Incredible Machine (3DO 1994)��Complete Long Box;$0.99;7 days;1621112139.0;16 May 2021 at 4:55:39pm PDT;4.0;14.0
1808;Motorola One - 64GB - White (Unlocked);$0.99;5 days;1619757463.0;30 Apr 2021 at 12:37:43pm PDT;9.0;40.0
2832;FOUR TESTED GSM UNLOCKED BLACK AT&T APPLE iPhone 7 32GB A1778 PHONES R210P;$0.99;7 days;1620252048.0;6 May 2021 at 6:00:48pm PDT;8.0;30.0
2285;GOOGLE PIXEL 3 64GB Just Black | UNLOCKED | G013A | Ref 3;GBP 0.99;3 days;1621876048.0;25 May 2021 at 1:07:28pm PDT;5.0;23.0
